id,name,department,salary,hire_date,is_active
555,Employee_0555,Engineering,96055,2020-04-24,True
556,Employee_0556,Marketing,96156,2020-05-25,True
557,Employee_0557,Sales,96257,2020-06-26,True
558,Employee_0558,HR,96358,2020-07-27,True
559,Employee_0559,Finance,96459,2020-08-28,True
560,Employee_0560,Engineering,96560,2020-09-01,False
561,Employee_0561,Marketing,96661,2020-10-02,True
562,Employee_0562,Sales,96762,2020-11-03,True
563,Employee_0563,HR,96863,2020-12-04,True
564,Employee_0564,Finance,96964,2020-01-05,True
565,Employee_0565,Engineering,97065,2020-02-06,True
566,Employee_0566,Marketing,97166,2020-03-07,True
567,Employee_0567,Sales,97267,2020-04-08,True
568,Employee_0568,HR,97368,2020-05-09,True
569,Employee_0569,Finance,97469,2020-06-10,True
570,Employee_0570,Engineering,97570,2020-07-11,False
571,Employee_0571,Marketing,97671,2020-08-12,True
572,Employee_0572,Sales,97772,2020-09-13,True
573,Employee_0573,HR,97873,2020-10-14,True
574,Employee_0574,Finance,97974,2020-11-15,True
575,Employee_0575,Engineering,98075,2020-12-16,True
576,Employee_0576,Marketing,98176,2020-01-17,True
577,Employee_0577,Sales,98277,2020-02-18,True
578,Employee_0578,HR,98378,2020-03-19,True
579,Employee_0579,Finance,98479,2020-04-20,True
580,Employee_0580,Engineering,98580,2020-05-21,False
581,Employee_0581,Marketing,98681,2020-06-22,True
582,Employee_0582,Sales,98782,2020-07-23,True
583,Employee_0583,HR,98883,2020-08-24,True
584,Employee_0584,Finance,98984,2020-09-25,True
585,Employee_0585,Engineering,99085,2020-10-26,True
586,Employee_0586,Marketing,99186,2020-11-27,True
587,Employee_0587,Sales,99287,2020-12-28,True
588,Employee_0588,HR,99388,2020-01-01,True
589,Employee_0589,Finance,99489,2020-02-02,True
590,Employee_0590,Engineering,99590,2020-03-03,False
591,Employee_0591,Marketing,99691,2020-04-04,True
592,Employee_0592,Sales,99792,2020-05-05,True
593,Employee_0593,HR,99893,2020-06-06,True
594,Employee_0594,Finance,99994,2020-07-07,True
595,Employee_0595,Engineering,100095,2020-08-08,True
596,Employee_0596,Marketing,100196,2020-09-09,True
597,Employee_0597,Sales,100297,2020-10-10,True
598,Employee_0598,HR,100398,2020-11-11,True
599,Employee_0599,Finance,100499,2020-12-12,True
600,Employee_0600,Engineering,100600,2020-01-13,False
601,Employee_0601,Marketing,100701,2020-02-14,True
602,Employee_0602,Sales,100802,2020-03-15,True
603,Employee_0603,HR,100903,2020-04-16,True
604,Employee_0604,Finance,101004,2020-05-17,True
605,Employee_0605,Engineering,101105,2020-06-18,True
606,Employee_0606,Marketing,101206,2020-07-19,True
607,Employee_0607,Sales,101307,2020-08-20,True
608,Employee_0608,HR,101408,2020-09-21,True
609,Employee_0609,Finance,101509,2020-10-22,True
610,Employee_0610,Engineering,101610,2020-11-23,False
611,Employee_0611,Marketing,101711,2020-12-24,True
612,Employee_0612,Sales,101812,2020-01-25,True
613,Employee_0613,HR,101913,2020-02-26,True
614,Employee_0614,Finance,102014,2020-03-27,True
615,Employee_0615,Engineering,102115,2020-04-28,True
616,Employee_0616,Marketing,102216,2020-05-01,True
617,Employee_0617,Sales,102317,2020-06-02,True
618,Employee_0618,HR,102418,2020-07-03,True
619,Employee_0619,Finance,102519,2020-08-04,True
620,Employee_0620,Engineering,102620,2020-09-05,False
621,Employee_0621,Marketing,102721,2020-10-06,True
622,Employee_0622,Sales,102822,2020-11-07,True
623,Employee_0623,HR,102923,2020-12-08,True
624,Employee_0624,Finance,103024,2020-01-09,True
625,Employee_0625,Engineering,103125,2020-02-10,True
626,Employee_0626,Marketing,103226,2020-03-11,True
627,Employee_0627,Sales,103327,2020-04-12,True
628,Employee_0628,HR,103428,2020-05-13,True
629,Employee_0629,Finance,103529,2020-06-14,True
630,Employee_0630,Engineering,103630,2020-07-15,False
631,Employee_0631,Marketing,103731,2020-08-16,True
632,Employee_0632,Sales,103832,2020-09-17,True
633,Employee_0633,HR,103933,2020-10-18,True
634,Employee_0634,Finance,104034,2020-11-19,True
635,Employee_0635,Engineering,104135,2020-12-20,True
636,Employee_0636,Marketing,104236,2020-01-21,True
637,Employee_0637,Sales,104337,2020-02-22,True
638,Employee_0638,HR,104438,2020-03-23,True
639,Employee_0639,Finance,104539,2020-04-24,True
640,Employee_0640,Engineering,104640,2020-05-25,False
641,Employee_0641,Marketing,104741,2020-06-26,True
642,Employee_0642,Sales,104842,2020-07-27,True
643,Employee_0643,HR,104943,2020-08-28,True
644,Employee_0644,Finance,105044,2020-09-01,True
645,Employee_0645,Engineering,105145,2020-10-02,True
646,Employee_0646,Marketing,105246,2020-11-03,True
647,Employee_0647,Sales,105347,2020-12-04,True
648,Employee_0648,HR,105448,2020-01-05,True
649,Employee_0649,Finance,105549,2020-02-06,True
650,Employee_0650,Engineering,105650,2020-03-07,False
651,Employee_0651,Marketing,105751,2020-04-08,True
652,Employee_0652,Sales,105852,2020-05-09,True
653,Employee_0653,HR,105953,2020-06-10,True
654,Employee_0654,Finance,106054,2020-07-11,True
655,Employee_0655,Engineering,106155,2020-08-12,True
656,Employee_0656,Marketing,106256,2020-09-13,True
657,Employee_0657,Sales,106357,2020-10-14,True
658,Employee_0658,HR,106458,2020-11-15,True
659,Employee_0659,Finance,106559,2020-12-16,True
660,Employee_0660,Engineering,106660,2020-01-17,False
661,Employee_0661,Marketing,106761,2020-02-18,True
662,Employee_0662,Sales,106862,2020-03-19,True
663,Employee_0663,HR,106963,2020-04-20,True
664,Employee_0664,Finance,107064,2020-05-21,True
665,Employee_0665,Engineering,107165,2020-06-22,True
666,Employee_0666,Marketing,107266,2020-07-23,True
667,Employee_0667,Sales,107367,2020-08-24,True
668,Employee_0668,HR,107468,2020-09-25,True
669,Employee_0669,Finance,107569,2020-10-26,True
670,Employee_0670,Engineering,107670,2020-11-27,False
671,Employee_0671,Marketing,107771,2020-12-28,True
672,Employee_0672,Sales,107872,2020-01-01,True
673,Employee_0673,HR,107973,2020-02-02,True
674,Employee_0674,Finance,108074,2020-03-03,True
675,Employee_0675,Engineering,108175,2020-04-04,True
676,Employee_0676,Marketing,108276,2020-05-05,True
677,Employee_0677,Sales,108377,2020-06-06,True
678,Employee_0678,HR,108478,2020-07-07,True
679,Employee_0679,Finance,108579,2020-08-08,True
680,Employee_0680,Engineering,108680,2020-09-09,False
681,Employee_0681,Marketing,108781,2020-10-10,True
682,Employee_0682,Sales,108882,2020-11-11,True
683,Employee_0683,HR,108983,2020-12-12,True
684,Employee_0684,Finance,109084,2020-01-13,True
685,Employee_0685,Engineering,109185,2020-02-14,True
686,Employee_0686,Marketing,109286,2020-03-15,True
687,Employee_0687,Sales,109387,2020-04-16,True
688,Employee_0688,HR,109488,2020-05-17,True
689,Employee_0689,Finance,109589,2020-06-18,True
690,Employee_0690,Engineering,109690,2020-07-19,False
691,Employee_0691,Marketing,109791,2020-08-20,True
692,Employee_0692,Sales,109892,2020-09-21,True
693,Employee_0693,HR,109993,2020-10-22,True
694,Employee_0694,Finance,110094,2020-11-23,True
695,Employee_0695,Engineering,110195,2020-12-24,True
696,Employee_0696,Marketing,110296,2020-01-25,True
697,Employee_0697,Sales,110397,2020-02-26,True
698,Employee_0698,HR,110498,2020-03-27,True
699,Employee_0699,Finance,110599,2020-04-28,True
700,Employee_0700,Engineering,110700,2020-05-01,False
701,Employee_0701,Marketing,110801,2020-06-02,True
702,Employee_0702,Sales,110902,2020-07-03,True
703,Employee_0703,HR,111003,2020-08-04,True
704,Employee_0704,Finance,111104,2020-09-05,True
705,Employee_0705,Engineering,111205,2020-10-06,True
706,Employee_0706,Marketing,111306,2020-11-07,True
707,Employee_0707,Sales,111407,2020-12-08,True
708,Employee_0708,HR,111508,2020-01-09,True
709,Employee_0709,Finance,111609,2020-02-10,True
710,Employee_0710,Engineering,111710,2020-03-11,False
711,Employee_0711,Marketing,111811,2020-04-12,True
712,Employee_0712,Sales,111912,2020-05-13,True
713,Employee_0713,HR,112013,2020-06-14,True
714,Employee_0714,Finance,112114,2020-07-15,True
715,Employee_0715,Engineering,112215,2020-08-16,True
716,Employee_0716,Marketing,112316,2020-09-17,True
717,Employee_0717,Sales,112417,2020-10-18,True
718,Employee_0718,HR,112518,2020-11-19,True
719,Employee_0719,Finance,112619,2020-12-20,True
720,Employee_0720,Engineering,112720,2020-01-21,False
721,Employee_0721,Marketing,112821,2020-02-22,True
722,Employee_0722,Sales,112922,2020-03-23,True
723,Employee_0723,HR,113023,2020-04-24,True
724,Employee_0724,Finance,113124,2020-05-25,True
725,Employee_0725,Engineering,113225,2020-06-26,True
726,Employee_0726,Marketing,113326,2020-07-27,True
727,Employee_0727,Sales,113427,2020-08-28,True
728,Employee_0728,HR,113528,2020-09-01,True
729,Employee_0729,Finance,113629,2020-10-02,True
730,Employee_0730,Engineering,113730,2020-11-03,False
731,Employee_0731,Marketing,113831,2020-12-04,True
732,Employee_0732,Sales,113932,2020-01-05,True
733,Employee_0733,HR,114033,2020-02-06,True
734,Employee_0734,Finance,114134,2020-03-07,True
735,Employee_0735,Engineering,114235,2020-04-08,True
736,Employee_0736,Marketing,114336,2020-05-09,True
737,Employee_0737,Sales,114437,2020-06-10,True
738,Employee_0738,HR,114538,2020-07-11,True
739,Employee_0739,Finance,114639,2020-08-12,True
740,Employee_0740,Engineering,114740,2020-09-13,False
741,Employee_0741,Marketing,114841,2020-10-14,True
742,Employee_0742,Sales,114942,2020-11-15,True
743,Employee_0743,HR,115043,2020-12-16,True
744,Employee_0744,Finance,115144,2020-01-17,True
745,Employee_0745,Engineering,115245,2020-02-18,True
746,Employee_0746,Marketing,115346,2020-03-19,True
747,Employee_0747,Sales,115447,2020-04-20,True
748,Employee_0748,HR,115548,2020-05-21,True
749,Employee_0749,Finance,115649,2020-06-22,True
750,Employee_0750,Engineering,115750,2020-07-23,False
751,Employee_0751,Marketing,115851,2020-08-24,True
752,Employee_0752,Sales,115952,2020-09-25,True
753,Employee_0753,HR,116053,2020-10-26,True
754,Employee_0754,Finance,116154,2020-11-27,True
755,Employee_0755,Engineering,116255,2020-12-28,True
756,Employee_0756,Marketing,116356,2020-01-01,True
757,Employee_0757,Sales,116457,2020-02-02,True
758,Employee_0758,HR,116558,2020-03-03,True
759,Employee_0759,Finance,116659,2020-04-04,True
760,Employee_0760,Engineering,116760,2020-05-05,False
761,Employee_0761,Marketing,116861,2020-06-06,True
762,Employee_0762,Sales,116962,2020-07-07,True
763,Employee_0763,HR,117063,2020-08-08,True
764,Employee_0764,Finance,117164,2020-09-09,True
765,Employee_0765,Engineering,117265,2020-10-10,True
766,Employee_0766,Marketing,117366,2020-11-11,True
767,Employee_0767,Sales,117467,2020-12-12,True
768,Employee_0768,HR,117568,2020-01-13,True
769,Employee_0769,Finance,117669,2020-02-14,True
770,Employee_0770,Engineering,117770,2020-03-15,False
771,Employee_0771,Marketing,117871,2020-04-16,True
772,Employee_0772,Sales,117972,2020-05-17,True
773,Employee_0773,HR,118073,2020-06-18,True
774,Employee_0774,Finance,118174,2020-07-19,True
775,Employee_0775,Engineering,118275,2020-08-20,True
776,Employee_0776,Marketing,118376,2020-09-21,True
777,Employee_0777,Sales,118477,2020-10-22,True
778,Employee_0778,HR,118578,2020-11-23,True
779,Employee_0779,Finance,118679,2020-12-24,True
780,Employee_0780,Engineering,118780,2020-01-25,False
781,Employee_0781,Marketing,118881,2020-02-26,True
782,Employee_0782,Sales,118982,2020-03-27,True
783,Employee_0783,HR,119083,2020-04-28,True
784,Employee_0784,Finance,119184,2020-05-01,True
785,Employee_0785,Engineering,119285,2020-06-02,True
786,Employee_0786,Marketing,119386,2020-07-03,True
787,Employee_0787,Sales,119487,2020-08-04,True
788,Employee_0788,HR,119588,2020-09-05,True
789,Employee_0789,Finance,119689,2020-10-06,True
790,Employee_0790,Engineering,119790,2020-11-07,False
791,Employee_0791,Marketing,119891,2020-12-08,True
792,Employee_0792,Sales,119992,2020-01-09,True
793,Employee_0793,HR,120093,2020-02-10,True
794,Employee_0794,Finance,120194,2020-03-11,True
795,Employee_0795,Engineering,120295,2020-04-12,True
796,Employee_0796,Marketing,120396,2020-05-13,True
797,Employee_0797,Sales,120497,2020-06-14,True
798,Employee_0798,HR,120598,2020-07-15,True
799,Employee_0799,Finance,120699,2020-08-16,True
800,Employee_0800,Engineering,120800,2020-09-17,False
801,Employee_0801,Marketing,120901,2020-10-18,True
802,Employee_0802,Sales,121002,2020-11-19,True
803,Employee_0803,HR,121103,2020-12-20,True
804,Employee_0804,Finance,121204,2020-01-21,True
805,Employee_0805,Engineering,121305,2020-02-22,True
806,Employee_0806,Marketing,121406,2020-03-23,True
807,Employee_0807,Sales,121507,2020-04-24,True
808,Employee_0808,HR,121608,2020-05-25,True
809,Employee_0809,Finance,121709,2020-06-26,True
810,Employee_0810,Engineering,121810,2020-07-27,False
811,Employee_0811,Marketing,121911,2020-08-28,True
812,Employee_0812,Sales,122012,2020-09-01,True
813,Employee_0813,HR,122113,2020-10-02,True
814,Employee_0814,Finance,122214,2020-11-03,True
815,Employee_0815,Engineering,122315,2020-12-04,True
816,Employee_0816,Marketing,122416,2020-01-05,True
817,Employee_0817,Sales,122517,2020-02-06,True
818,Employee_0818,HR,122618,2020-03-07,True
819,Employee_0819,Finance,122719,2020-04-08,True
820,Employee_0820,Engineering,122820,2020-05-09,False
821,Employee_0821,Marketing,122921,2020-06-10,True
822,Employee_0822,Sales,123022,2020-07-11,True
823,Employee_0823,HR,123123,2020-08-12,True
824,Employee_0824,Finance,123224,2020-09-13,True
825,Employee_0825,Engineering,123325,2020-10-14,True
826,Employee_0826,Marketing,123426,2020-11-15,True
827,Employee_0827,Sales,123527,2020-12-16,True
828,Employee_0828,HR,123628,2020-01-17,True
829,Employee_0829,Finance,123729,2020-02-18,True
830,Employee_0830,Engineering,123830,2020-03-19,False
831,Employee_0831,Marketing,123931,2020-04-20,True
832,Employee_0832,Sales,124032,2020-05-21,True
833,Employee_0833,HR,124133,2020-06-22,True
834,Employee_0834,Finance,124234,2020-07-23,True
835,Employee_0835,Engineering,124335,2020-08-24,True
836,Employee_0836,Marketing,124436,2020-09-25,True
837,Employee_0837,Sales,124537,2020-10-26,True
838,Employee_0838,HR,124638,2020-11-27,True
839,Employee_0839,Finance,124739,2020-12-28,True
840,Employee_0840,Engineering,124840,2020-01-01,False
841,Employee_0841,Marketing,124941,2020-02-02,True
842,Employee_0842,Sales,125042,2020-03-03,True
843,Employee_0843,HR,125143,2020-04-04,True
844,Employee_0844,Finance,125244,2020-05-05,True
845,Employee_0845,Engineering,125345,2020-06-06,True
846,Employee_0846,Marketing,125446,2020-07-07,True
847,Employee_0847,Sales,125547,2020-08-08,True
848,Employee_0848,HR,125648,2020-09-09,True
849,Employee_0849,Finance,125749,2020-10-10,True
850,Employee_0850,Engineering,125850,2020-11-11,False
851,Employee_0851,Marketing,125951,2020-12-12,True
852,Employee_0852,Sales,126052,2020-01-13,True
853,Employee_0853,HR,126153,2020-02-14,True
854,Employee_0854,Finance,126254,2020-03-15,True
855,Employee_0855,Engineering,126355,2020-04-16,True
856,Employee_0856,Marketing,126456,2020-05-17,True
857,Employee_0857,Sales,126557,2020-06-18,True
858,Employee_0858,HR,126658,2020-07-19,True
859,Employee_0859,Finance,126759,2020-08-20,True
860,Employee_0860,Engineering,126860,2020-09-21,False
861,Employee_0861,Marketing,126961,2020-10-22,True
862,Employee_0862,Sales,127062,2020-11-23,True
863,Employee_0863,HR,127163,2020-12-24,True
864,Employee_0864,Finance,127264,2020-01-25,True
865,Employee_0865,Engineering,127365,2020-02-26,True
866,Employee_0866,Marketing,127466,2020-03-27,True
867,Employee_0867,Sales,127567,2020-04-28,True
868,Employee_0868,HR,127668,2020-05-01,True
869,Employee_0869,Finance,127769,2020-06-02,True
870,Employee_0870,Engineering,127870,2020-07-03,False
871,Employee_0871,Marketing,127971,2020-08-04,True
872,Employee_0872,Sales,128072,2020-09-05,True
873,Employee_0873,HR,128173,2020-10-06,True
874,Employee_0874,Finance,128274,2020-11-07,True
875,Employee_0875,Engineering,128375,2020-12-08,True
876,Employee_0876,Marketing,128476,2020-01-09,True
877,Employee_0877,Sales,128577,2020-02-10,True
878,Employee_0878,HR,128678,2020-03-11,True
879,Employee_0879,Finance,128779,2020-04-12,True
880,Employee_0880,Engineering,128880,2020-05-13,False
881,Employee_0881,Marketing,128981,2020-06-14,True
882,Employee_0882,Sales,129082,2020-07-15,True
883,Employee_0883,HR,129183,2020-08-16,True
884,Employee_0884,Finance,129284,2020-09-17,True
885,Employee_0885,Engineering,129385,2020-10-18,True
886,Employee_0886,Marketing,129486,2020-11-19,True
887,Employee_0887,Sales,129587,2020-12-20,True
888,Employee_0888,HR,129688,2020-01-21,True
889,Employee_0889,Finance,129789,2020-02-22,True
890,Employee_0890,Engineering,129890,2020-03-23,False
891,Employee_0891,Marketing,129991,2020-04-24,True
892,Employee_0892,Sales,130092,2020-05-25,True
893,Employee_0893,HR,130193,2020-06-26,True
894,Employee_0894,Finance,130294,2020-07-27,True
895,Employee_0895,Engineering,130395,2020-08-28,True
896,Employee_0896,Marketing,130496,2020-09-01,True
897,Employee_0897,Sales,130597,2020-10-02,True
898,Employee_0898,HR,130698,2020-11-03,True
899,Employee_0899,Finance,130799,2020-12-04,True
900,Employee_0900,Engineering,130900,2020-01-05,False
901,Employee_0901,Marketing,131001,2020-02-06,True
902,Employee_0902,Sales,131102,2020-03-07,True
903,Employee_0903,HR,131203,2020-04-08,True
904,Employee_0904,Finance,131304,2020-05-09,True
905,Employee_0905,Engineering,131405,2020-06-10,True
906,Employee_0906,Marketing,131506,2020-07-11,True
907,Employee_0907,Sales,131607,2020-08-12,True
908,Employee_0908,HR,131708,2020-09-13,True
909,Employee_0909,Finance,131809,2020-10-14,True
910,Employee_0910,Engineering,131910,2020-11-15,False
911,Employee_0911,Marketing,132011,2020-12-16,True
912,Employee_0912,Sales,132112,2020-01-17,True
913,Employee_0913,HR,132213,2020-02-18,True
914,Employee_0914,Finance,132314,2020-03-19,True
915,Employee_0915,Engineering,132415,2020-04-20,True
916,Employee_0916,Marketing,132516,2020-05-21,True
917,Employee_0917,Sales,132617,2020-06-22,True
918,Employee_0918,HR,132718,2020-07-23,True
919,Employee_0919,Finance,132819,2020-08-24,True
920,Employee_0920,Engineering,132920,2020-09-25,False
921,Employee_0921,Marketing,133021,2020-10-26,True
922,Employee_0922,Sales,133122,2020-11-27,True
923,Employee_0923,HR,133223,2020-12-28,True
924,Employee_0924,Finance,133324,2020-01-01,True
925,Employee_0925,Engineering,133425,2020-02-02,True
926,Employee_0926,Marketing,133526,2020-03-03,True
927,Employee_0927,Sales,133627,2020-04-04,True
928,Employee_0928,HR,133728,2020-05-05,True
929,Employee_0929,Finance,133829,2020-06-06,True
930,Employee_0930,Engineering,133930,2020-07-07,False
931,Employee_0931,Marketing,134031,2020-08-08,True
932,Employee_0932,Sales,134132,2020-09-09,True
933,Employee_0933,HR,134233,2020-10-10,True
934,Employee_0934,Finance,134334,2020-11-11,True
935,Employee_0935,Engineering,134435,2020-12-12,True
936,Employee_0936,Marketing,134536,2020-01-13,True
937,Employee_0937,Sales,134637,2020-02-14,True
938,Employee_0938,HR,134738,2020-03-15,True
939,Employee_0939,Finance,134839,2020-04-16,True
940,Employee_0940,Engineering,134940,2020-05-17,False
941,Employee_0941,Marketing,135041,2020-06-18,True
942,Employee_0942,Sales,135142,2020-07-19,True
943,Employee_0943,HR,135243,2020-08-20,True
944,Employee_0944,Finance,135344,2020-09-21,True
945,Employee_0945,Engineering,135445,2020-10-22,True
946,Employee_0946,Marketing,135546,2020-11-23,True
947,Employee_0947,Sales,135647,2020-12-24,True
948,Employee_0948,HR,135748,2020-01-25,True
949,Employee_0949,Finance,135849,2020-02-26,True
950,Employee_0950,Engineering,135950,2020-03-27,False
951,Employee_0951,Marketing,136051,2020-04-28,True
952,Employee_0952,Sales,136152,2020-05-01,True
953,Employee_0953,HR,136253,2020-06-02,True
954,Employee_0954,Finance,136354,2020-07-03,True
955,Employee_0955,Engineering,136455,2020-08-04,True
956,Employee_0956,Marketing,136556,2020-09-05,True
957,Employee_0957,Sales,136657,2020-10-06,True
958,Employee_0958,HR,136758,2020-11-07,True
959,Employee_0959,Finance,136859,2020-12-08,True
960,Employee_0960,Engineering,136960,2020-01-09,False
961,Employee_0961,Marketing,137061,2020-02-10,True
962,Employee_0962,Sales,137162,2020-03-11,True
963,Employee_0963,HR,137263,2020-04-12,True
964,Employee_0964,Finance,137364,2020-05-13,True
965,Employee_0965,Engineering,137465,2020-06-14,True
966,Employee_0966,Marketing,137566,2020-07-15,True
967,Employee_0967,Sales,137667,2020-08-16,True
968,Employee_0968,HR,137768,2020-09-17,True
969,Employee_0969,Finance,137869,2020-10-18,True
970,Employee_0970,Engineering,137970,2020-11-19,False
971,Employee_0971,Marketing,138071,2020-12-20,True
972,Employee_0972,Sales,138172,2020-01-21,True
973,Employee_0973,HR,138273,2020-02-22,True
974,Employee_0974,Finance,138374,2020-03-23,True
975,Employee_0975,Engineering,138475,2020-04-24,True
976,Employee_0976,Marketing,138576,2020-05-25,True
977,Employee_0977,Sales,138677,2020-06-26,True
978,Employee_0978,HR,138778,2020-07-27,True
979,Employee_0979,Finance,138879,2020-08-28,True
980,Employee_0980,Engineering,138980,2020-09-01,False
981,Employee_0981,Marketing,139081,2020-10-02,True
982,Employee_0982,Sales,139182,2020-11-03,True
983,Employee_0983,HR,139283,2020-12-04,True
984,Employee_0984,Finance,139384,2020-01-05,True
985,Employee_0985,Engineering,139485,2020-02-06,True
986,Employee_0986,Marketing,139586,2020-03-07,True
987,Employee_0987,Sales,139687,2020-04-08,True
988,Employee_0988,HR,139788,2020-05-09,True
989,Employee_0989,Finance,139889,2020-06-10,True
990,Employee_0990,Engineering,139990,2020-07-11,False
991,Employee_0991,Marketing,140091,2020-08-12,True
992,Employee_0992,Sales,140192,2020-09-13,True
993,Employee_0993,HR,140293,2020-10-14,True
994,Employee_0994,Finance,140394,2020-11-15,True
995,Employee_0995,Engineering,140495,2020-12-16,True
996,Employee_0996,Marketing,140596,2020-01-17,True
997,Employee_0997,Sales,140697,2020-02-18,True
998,Employee_0998,HR,140798,2020-03-19,True
999,Employee_0999,Finance,140899,2020-04-20,True
1000,Employee_1000,Engineering,140000,2020-05-21,False
